BPLC_NM,BZSTAT_SE_NM,CLSBIZ_YMD,CRD_INFO_X,CRD_INFO_Y,DAT_UPDT_PNT,DAT_UPDT_SE,DTL_SALS_STTS_CD,DTL_SALS_STTS_NM,LAST_MDFCN_PNT,LCPMT_RTRCN_YMD,LCPMT_YMD,LCTN_AREA,LCTN_ZIP,LOTNO_ADDR,MNG_NO,OPN_ATMY_GRP_CD,ROAD_NM_ADDR,ROAD_NM_ZIP,ROBIZ_YMD,SALS_STTS_CD,SALS_STTS_NM,STOR_SE_NM,TCBIZ_BGNG_YMD,TCBIZ_END_YMD,TELNO
삼각그린타운상가,그 밖의 대규모점포,,,,2026-07-01 12:18:07,I,1,정상영업,2013-12-23 09:39:39,,1996-12-31,,,전남광주통합특별시 북구 삼각동 536호,1996362001207500014,5820000,,,,01,영업/정상,,,,062-0573-4648
뉴삼창마트,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,1,정상영업,2017-04-06 14:34:23,,1996-12-31,5768.57,,"경기도 고양시일산동구 마두동 802,3호",2000394000007500013,3940000,,,,01,영업/정상,대규모점포,,,031-903-7888
월마트코리아(주),대형마트,,,,2025-12-15 16:15:28,I,BBBB,,2007-06-30 13:26:54,,1996-12-31,11810.25,,경기도 고양시일산서구 덕이동 203-3호,2000394000007500012,3940000,,,,01,영업/정상,,,,034-4900-5903
창원그린피아상가,그 밖의 대규모점포,,,,2026-04-30 22:00:14,I,1,정상영업,2009-05-15 15:21:09,,1996-12-27,0,,경상남도 창원시 중앙동 98-6호,1996527002207500002,5670000,,,,01,영업/정상,,,,055-279-0045
(주)이마트 덕이점,대형마트,2019-03-20,178789.757869856,465153.656242302,2025-12-15 16:15:28,I,3,폐업처리,2019-05-01 14:58:22,,1996-12-26,11810.25,411-450,경기도 고양시일산서구 덕이동 203번지,2008394015907500002,3940000,경기도 고양시 일산서구 경의로 798 (덕이동),,,03,폐업,대규모점포,,,031-927-1234
뉴코아아울렛과천지점,쇼핑센터,2014-11-20,199209.021144538,436019.965418918,2025-12-15 16:15:28,I,3,폐업처리,2014-11-20 16:29:34,,1996-12-21,10954,,경기도 과천시 별양동 1번지 19호,2001397003207500961,3970000,"경기도 과천시 별양상가3로 11 (별양동, 뉴코아)",,,03,폐업,대규모점포,,,02-509-5000
돌고래시장,시장,,210747.430620824,429920.004320082,2025-12-15 16:15:28,I,1,정상영업,2009-06-12 13:43:01,,1996-12-20,1645.47,,경기도 성남시분당구 수내동 53호,2000378007607510049,3780000,경기도 성남시 분당구 내정로174번길 42 (수내동),,,01,영업/정상,,,,031-712-0298
코끼리상가,시장,,210620.844064672,430091.101912817,2025-12-15 16:15:28,I,1,정상영업,2007-07-24 14:26:16,,1996-12-20,4128.21,,경기도 성남시분당구 수내동 56호,2000378007607510048,3780000,경기도 성남시 분당구 내정로166번길 7-6 (수내동),,,01,영업/정상,,,,031-714-0212
해태쇼핑,쇼핑센터,,180695.690645126,442609.650907377,2025-12-15 16:15:28,I,4,직권취소,2014-02-11 13:42:36,,1996-12-18,26.7,,경기도 부천시 원미구심곡동 175번지 6호,1996386000007500003,3860000,경기도 부천시 원미구 부천로 11 (심곡동),,,04,취소/말소/만료/정지/중지,대규모점포,,,032-610-2500
천호코오롱상가,그 밖의 대규모점포,,211279.030241561,448548.819716671,2026-05-06 22:47:37,I,5,영업개시전,2022-01-20 14:27:20,,1996-12-12,10180.74,134-871,서울특별시 강동구 천호동 410번지 100호,2014324018907500001,3240000,서울특별시 강동구 진황도로 12 (천호동),,,01,영업/정상,대규모점포,,,02-477-1223
상대동한보아파트단지내상가시장,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,1,정상영업,2007-06-23 10:43:48,,1996-12-11,,,경상남도 진주시 상대동 304번지 4   호,1996531000007500014,5310000,,,,01,영업/정상,,,,059-1746-7474
농협하나로마트창원점,대형마트,,350325.470568789,195042.161344855,2026-04-30 22:00:15,I,1,정상영업,2021-07-23 10:19:42,,1996-12-10,7033.22,,,2014567042707500001,5670000,경상남도 창원시 의창구 지귀로12번길 31 (봉곡동),,,01,영업/정상,대규모점포,,,055-210-8800
삼한상가시장,대형마트,,396841.065778346,194463.478475608,2026-05-10 22:54:09,I,1,정상영업,2007-07-07 10:11:47,,1996-12-10,,,부산광역시 해운대구 반송동 872호,1996333001507500005,3330000,부산광역시 해운대구 신반송로 102 (반송동),,,01,영업/정상,,,,051-0633-1307
광명한진타운시장,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,2,휴업처리,2007-06-30 13:48:41,,1996-12-04,,,경기도 광명시 광명동 200번지 4   호,1996390000007504055,3900000,,,,02,휴업,,,,02-689-9232
영등포농축수산물쎈타,그 밖의 대규모점포,,,,2026-05-11 22:40:05,I,1,정상영업,2020-03-17 10:59:47,,1996-12-03,,,서울특별시 영등포구 당산동1가 9번지 1   호,2001318007607500027,3180000,,,,01,영업/정상,,,,02-679-1134
(주)나산백화점,그 밖의 대규모점포,,188175.807511909,441461.454807111,2025-12-15 16:15:28,I,2,휴업처리,2007-06-30 13:48:41,,1996-11-19,,,경기도 광명시 철산동 261호,1996390000007500001,3900000,,,,02,휴업,,,,02-610-7000
(주)지에스리테일지에스마트고양점,그 밖의 대규모점포,,185469.285638831,458105.907013269,2025-12-15 16:15:28,I,2,휴업처리,2007-06-30 13:26:54,,1996-11-15,,,경기도 고양시덕양구 행신동 941호,2000394000007500011,3940000,,,,02,휴업,,,,034-4930-7010
그랜드백화점일산점,백화점,2026-07-10,178859.791398959,463205.227173138,2026-07-14 21:18:10,U,3,폐업처리,2026-07-13 13:33:50,,1996-11-15,18957.13,,경기도 고양시일산서구 주엽동 22호,2000394000007500010,3940000,,,,03,폐업,대규모점포,,,
한솔필리아,그 밖의 대규모점포,,204213.643236507,444113.028210915,2026-07-30 22:18:10,U,1,정상영업,2026-07-29 15:57:22,,1996-11-15,12025.9,135-926,서울특별시 강남구 역삼동 755번지,1996322016207500001,3220000,서울특별시 강남구 역삼로 310 (역삼동),,,01,영업/정상,대규모점포,,,02-550-3090
부산컴푸터도매상가,그 밖의 대규모점포,,389289.767473942,192509.994182307,2025-12-15 16:15:28,I,1,정상영업,2007-07-14 10:35:50,,1996-11-12,,,부산광역시 동래구 온천동 456번지 29호,1996330001607500013,3300000,부산광역시 동래구 온천장로 20 (온천동),,,01,영업/정상,,,,051-556-8261
다대씨파크,그 밖의 대규모점포,,379834.721482881,174676.412428457,2026-05-07 22:31:32,I,4,직권취소,2014-01-02 11:29:34,2006-06-27,1996-11-07,3118,,부산광역시 사하구 다대동 680-2호,2000334001707500014,3340000,부산광역시 사하구 다대동로 20 (다대동),,,04,취소/말소/만료/정지/중지,대규모점포,,,051-0262-0180
까르푸일산점,대형마트,,180458.844874681,460748.278360947,2025-12-15 16:15:28,I,BBBB,,2007-06-30 13:26:54,,1996-11-06,12885.27,,경기도 고양시일산동구 장항동 902호,2000394000007500009,3940000,,,,01,영업/정상,,,,031-906-9100
가락동포스코주상복합상가,그 밖의 대규모점포,2001-07-12,210758.119119654,443662.956402309,2025-12-15 16:15:28,I,3,폐업처리,2008-07-17 16:15:09,,1996-11-05,1,,서울특별시 송파구 가락동 78호,1996323007807500012,3230000,서울특별시 송파구 중대로 135 (가락동),,,03,폐업,,,,
(주)이마트분당점,대형마트,,210542.529800466,428535.664844133,2025-12-15 16:15:28,I,1,정상영업,2024-04-17 10:50:36,,1996-11-02,11371.32,,경기도 성남시분당구 정자동 211호,2005378010607500003,3780000,경기도 성남시 분당구 불정로 134 (정자동),,,01,영업/정상,대규모점포,,,031-710-1052
성지유니코,시장,,155386.294321155,2511.37601255475,2025-12-15 16:15:28,I,1,정상영업,2010-07-28 17:27:56,,1996-10-31,12437,,제주특별자치도 제주시 삼도이동 1259호,1996549000007500003,6510000,제주특별자치도 제주시 탑동로 38 (삼도이동),,,01,영업/정상,,,,064-724-6172
롯데쇼핑(주)  중동점,복합쇼핑몰,,180053.344972882,444507.865626959,2026-04-17 03:03:03,U,1,정상영업,2026-04-16 17:57:00,,1996-10-28,43832.05,,경기도 부천시 원미구중동 1140호,1996386000007500002,3860000,경기도 부천시 원미구 길주로 300 (중동),,,01,영업/정상,대규모점포,,,
뉴월드마트,대형마트,,,,2025-12-15 16:15:28,I,1,정상영업,2007-06-30 13:46:00,,1996-10-22,,,제주특별자치도 제주시 연동 303번지 17  호,1996549000007500002,6510000,,,,01,영업/정상,,,,064-744-4600
분당종합시장,시장,,,,2025-12-15 16:15:28,I,1,정상영업,2009-06-12 17:08:45,,1996-10-19,4017.97,463-020,경기도 성남시 분당구 수내동,2009378019307500009,3780000,,,,01,영업/정상,,,,031-716-9814
분당종합시장,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,1,정상영업,2007-07-07 11:25:20,,1996-10-19,,,"경기도 성남시분당구 수내동 83-1,2호호",2000378007607510047,3780000,,,,01,영업/정상,,,,031-714-6417
롯데쇼핑(주) 롯데마트 고양점,대형마트,,185469.285638831,458105.907013269,2026-06-19 03:03:03,U,1,정상영업,2026-06-18 10:15:03,,1996-10-10,11214.7,,경기도 고양시 덕양구 행신동 941 롯데마트 고양점,2009394017807500002,3940000,"경기도 고양시 덕양구 충장로 150, 및 중앙로558번길 21 (행신동)",10495,,01,영업/정상,대규모점포,,,031-930-7008
홈플러스 칠곡IC점,그 밖의 대규모점포,,338928.829648415,271647.094222276,2026-05-03 22:36:10,I,1,정상영업,2008-11-03 14:29:29,,1996-10-10,0,,대구광역시 북구 관음동 1369-1호,2000345001207500013,3450000,,,,01,영업/정상,,,,053-320-3000
L.G 상가시장,대형마트,,397926.518365471,188980.774505655,2026-05-10 22:54:09,I,1,정상영업,2007-07-07 10:11:47,,1996-10-02,,,부산광역시 해운대구 좌동 1398호,1996333001507500004,3330000,부산광역시 해운대구 대천로103번길 61 (좌동),,,01,영업/정상,,,,051-0701-6461
대전코아,백화점,,,,2026-05-03 22:38:32,I,1,정상영업,2007-06-30 10:58:52,,1996-09-30,,,대전광역시 중구 대흥동 4-458호,1996365001507500013,3650000,,,,01,영업/정상,,,,
킴스클럽평택점,대형마트,,,,2025-12-15 16:15:28,I,1,정상영업,2007-07-07 10:31:26,,1996-09-23,,,경기도 평택시 비전동 830-2호,2000391001407500002,3910000,,,,01,영업/정상,,,,031-650-6005
주례현대무지개 상가,그 밖의 대규모점포,,382696.80654055,184731.028529187,2025-12-15 16:15:28,I,1,정상영업,2011-11-14 15:48:45,,1996-09-20,2746.95,617-010,부산광역시 사상구 주례동 530번지 5호,2000339001507500013,3390000,부산광역시 사상구 주례로 101 (주례동),,,01,영업/정상,대규모점포,,,051-0324-8891
유경데파트,그 밖의 대규모점포,,206719.586259379,460669.836412326,2025-12-15 16:15:28,I,1,정상영업,2021-12-31 09:18:45,,1996-09-18,0,,서울특별시 노원구 중계동 364번지 17호 유경데파트,1996310018407500001,3100000,"서울특별시 노원구 한글비석로 232 (중계동, 유경데파트)",01734,,01,영업/정상,대규모점포,,,
(주)킴스클럽마트 광주점,대형마트,,,,2026-07-01 10:52:05,I,BBBB,,2007-07-14 11:05:22,,1996-09-17,0,,전남광주통합특별시 남구 진월동 294호 외 5필지,2000361001207500004,5815000,"전남광주통합특별시 남구 서문대로 706 (진월동,외 5필지)",,,01,영업/정상,,,,02-440-0785
신세화백화점괴정점,백화점,2006-04-14,381751.00317294,179575.519981971,2026-05-07 22:31:32,I,3,폐업처리,2012-10-21 19:14:59,,1996-09-16,0,604-811,부산광역시 사하구 괴정3동 961번지 1호,1996334001707500025,3340000,부산광역시 사하구 사하로 190 (괴정동),,,03,폐업,대규모점포,,,051-290-3310
각원사 레저센터,그 밖의 대규모점포,,216933.652630367,370278.99996139,2025-12-15 16:15:28,I,1,정상영업,2007-06-30 10:52:49,,1996-09-14,,,충청남도 천안시 안서동 159번지 10호,2000449011907500012,4490000,충청남도 천안시 동남구 각원사길 191 (안서동),,,01,영업/정상,,,,041-554-1661
대림테크노랜드,그 밖의 대규모점포,,,,2026-07-01 10:38:39,I,1,정상영업,2011-11-21 20:34:57,,1996-09-09,0,,전남광주통합특별시 동구 계림동 386번지 20호,2000359001107500012,5805000,전남광주통합특별시 동구 중앙로 239 (계림동),,,01,영업/정상,준대규모점포,,,062-231-8501
그린종합시장,그 밖의 대규모점포,,,,2026-05-07 22:37:40,I,1,정상영업,2007-06-30 12:09:18,,1996-09-06,,,경상북도 포항시북구 죽도동 2-4호,2000502007107500021,5020000,,,,01,영업/정상,,,,
현대시티타워,쇼핑센터,,,,2026-03-26 22:48:23,I,1,정상영업,2017-05-08 13:51:41,,1996-08-31,33008.72,,,2014301013007500017,3010000,서울특별시 중구 장충단로 13-20 (을지로6가),,,01,영업/정상,대규모점포,,,02-2073-5111
케레스타,그 밖의 대규모점포,2015-08-27,198401.701305913,451374.312212737,2026-03-26 22:48:21,I,3,폐업처리,2015-08-27 09:23:01,,1996-08-31,75439.97,,,1996301013007500001,3010000,서울특별시 중구 남대문로 84 (남대문로2가),,,03,폐업,대규모점포,,,02-2048-4800
회원프라자,그 밖의 대규모점포,,348460.463122398,155679.543784035,2025-12-15 16:15:28,I,1,정상영업,2021-08-19 16:16:37,,1996-08-28,2100.22,,경상남도 거제시 신현읍 고현리 961번지 59호,2001537001007500007,5370000,경상남도 거제시 고현로11길 18 (고현동),,,01,영업/정상,대규모점포,,,055-637-4649
(주)서시장,시장,,266647.089758768,138384.015142656,2026-07-14 11:38:15,I,1,정상영업,2019-12-26 08:34:26,,1996-08-22,5418.5,550-130,전남광주통합특별시 여수시 서교동 280번지,2010481016807500001,5785000,전남광주통합특별시 여수시 좌수영로 16-6 (서교동),,,01,영업/정상,대규모점포,,,061-0642-6720
백화점 세이,백화점,,236652.169401097,313435.556285727,2026-05-03 22:38:32,I,1,정상영업,2025-09-25 20:02:50,,1996-08-19,50499.08,,대전광역시 중구 문화동 1번지 16호,1996365009107500001,3650000,대전광역시 중구 계백로 1700 (문화동),,,01,영업/정상,대규모점포,,,070-4010-2700
홈플러스 스토어즈(주)중동점,대형마트,2018-11-07,180055.338981845,444675.457254185,2025-12-15 16:15:28,I,3,폐업처리,2018-11-07 10:48:10,,1996-07-15,21128.14,420-020,경기도 부천시 원미구 중동 1059번지,1996386000007500001,3860000,경기도 부천시 원미구 길주로 297 (중동),,,03,폐업,대규모점포,,,032-351-2080
부천농축수산물 유통센터,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,4,직권취소,2014-02-11 13:19:31,,1996-07-05,2864.9,,경기도 부천시 소사구소사본동 133번지 14  호,1996386000007500000,3860000,,,,04,취소/말소/만료/정지/중지,대규모점포,,,032-348-2651
누죤,그 밖의 대규모점포,,201058.678787938,451656.811051215,2026-03-26 22:48:22,I,1,정상영업,2025-02-25 09:09:08,,1996-07-05,21527.19,,,2014301013007500006,3010000,서울특별시 중구 을지로45길 62 (신당동),,,01,영업/정상,대규모점포,,,02-6366-3056
팀204,그 밖의 대규모점포,,201121.306096947,451706.52701165,2026-03-26 22:48:21,I,1,정상영업,2019-05-14 08:46:48,,1996-07-04,6140,,,1968301010007500001,3010000,서울특별시 중구 마장로 30 (신당동),,,01,영업/정상,대규모점포,,,02-2232-3608
서울구로기계공구상가,그 밖의 대규모점포,,189277.761702183,444671.551731639,2026-05-01 22:42:19,I,1,정상영업,2024-10-24 13:14:02,,1996-06-27,27535,152-050,서울특별시 구로구 구로동 604번지 1호,2007316011707500013,3160000,서울특별시 구로구 구로중앙로 198 (구로동),,,01,영업/정상,대규모점포,,,26330081
서울구로기계공구상가,그 밖의 대규모점포,,,,2026-05-01 22:42:19,I,1,정상영업,2007-07-07 09:54:17,,1996-06-27,,,서울특별시 구로구 구로동 604번지 1   호,1996316007107500001,3160000,,,,01,영업/정상,,,,02-2633-0081
신안종합상가,대형마트,,219875.138844448,448305.808523169,2025-12-15 16:15:28,I,1,정상영업,2007-06-23 11:02:12,,1996-06-20,,,경기도 하남시 창우동 521호,1996404000007500005,4040000,,,,01,영업/정상,,,,031-791-5650
남해공용여객터미널상가,그 밖의 대규모점포,,,,2026-05-07 22:00:26,I,1,정상영업,2007-07-14 10:37:55,,1996-06-10,,,경상남도 남해군 남해읍 북변리 316호,1996543000807500001,5430000,,,,01,영업/정상,,,,055-864-7102
서원유통(탑마트),그 밖의 대규모점포,,346839.932141499,196888.256309731,2026-04-30 22:00:14,I,1,정상영업,2010-03-25 10:05:03,,1996-05-30,0,641-851,경상남도 창원시 팔용동 190번지,1996527002207500001,5670000,경상남도 창원시 의창구 남산로17번길 28 (팔용동),,,01,영업/정상,,,,055-251-5311
삼해대림아파트상가시장,대형마트,,,,2026-05-10 22:54:09,I,1,정상영업,2007-07-07 10:11:47,,1996-05-25,,,부산광역시 해운대구 반여동 1199번지 11  호,1996333001507500003,3330000,,,,01,영업/정상,,,,051-0523-9501
대우로얄마트,그 밖의 대규모점포,,180458.844874681,460748.278360947,2025-12-15 16:15:28,I,1,정상영업,2017-04-06 18:05:30,,1996-05-24,4026,,경기도 고양시 일산동구 장항동 902번지,2000394029807500008,3940000,"경기도 고양시 일산동구 중앙로 1129 (장항동, 호수마을1단지아파트)",10422,,01,영업/정상,대규모점포,,,031-905-4501
대우로얄마트,그 밖의 대규모점포,,180458.844874681,460748.278360947,2025-12-15 16:15:28,I,1,정상영업,2009-01-15 18:29:14,,1996-05-24,7133.47,,경기도 고양시일산동구 장항동 902호,2000394000007500008,3940000,,,,01,영업/정상,,,,
대동상가시장,대형마트,,397869.026215714,188558.251043043,2026-05-10 22:54:09,I,1,정상영업,2007-07-07 10:11:47,,1996-05-22,,,부산광역시 해운대구 좌동 1288호,1996333001507500002,3330000,부산광역시 해운대구 대천로103번길 29 (좌동),,,01,영업/정상,,,,051-0701-0158
대성종합상가시장,대형마트,,395615.201853958,186406.750870936,2026-05-10 22:54:09,I,1,정상영업,2007-07-07 10:11:47,,1996-05-22,,,부산광역시 해운대구 우동 1434호,1996333001507500001,3330000,부산광역시 해운대구 마린시티3로 1 (우동),,,01,영업/정상,,,,051-0744-1381
현대프라자시장,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,1,정상영업,2007-07-07 11:25:20,,1996-05-20,,,경기도 성남시분당구 수내동 79번지 2   호,2000378007607510046,3780000,,,,01,영업/정상,,,,031-717-3044
대유대림상가,그 밖의 대규모점포,,158209.897880665,805.534761921796,2025-12-15 16:15:28,I,1,정상영업,2010-07-28 16:42:40,,1996-05-16,5567,,제주특별자치도 제주시 일도이동 113번지 7 호,1996549000007500001,6510000,,,,01,영업/정상,,,,064-724-0089
탑마트 김해진영점,구분없음,,357925.974034946,201767.002377374,2025-12-15 16:15:28,I,1,정상영업,2025-04-29 17:26:22,,1996-05-14,846.85,,경상남도 김해시 진영읍 여래리 454-10,2025535037407500008,5350000,경상남도 김해시 진영읍 진영로 221,50868,,01,영업/정상,준대규모점포,,,055-345-0388
서해상가,그 밖의 대규모점포,2002-11-29,176990.53220739,449326.569131567,2026-05-10 23:19:02,I,3,폐업처리,2010-11-23 22:51:32,,1996-05-12,0,,인천광역시 계양구 병방동 432번지 2   호,1996355001207500001,3550000,인천광역시 계양구 장제로 894 (병방동),,,03,폐업,,,,032-553-7402
의정부역지하상가,복합쇼핑몰,,203896.021836361,470661.250530153,2026-05-11 22:02:23,I,1,정상영업,2023-04-17 09:47:12,,1996-05-11,8309.93,,경기도 의정부시 의정부동 495번지,2005382007907500003,3820000,"경기도 의정부시 시민로 지하 100 (의정부동, 의정부지하상가)",11696,,01,영업/정상,대규모점포,,,031-870-8704
미즈프라자,그 밖의 대규모점포,,,,2026-07-01 10:38:39,I,1,정상영업,2014-05-12 10:20:38,,1996-05-02,0,,전남광주통합특별시 동구 계림동 386번지 20호,2000359001107500011,5805000,전남광주통합특별시 동구 중앙로 239 (계림동),,,01,영업/정상,준대규모점포,,,062-233-0447
뉴코아 아울렛 일산점,그 밖의 대규모점포,,180259.17,461406.409999999,2026-05-13 21:18:10,U,1,정상영업,2026-05-12 17:48:57,,1996-04-26,22291.47,,경기도 고양시일산동구 마두동 797호,2000394000007500007,3940000,"경기도 고양시 일산동구 중앙로 1206 (마두동, 뉴코아백화점일산점)",,,01,영업/정상,대규모점포,,,
롯데참피온백화점,백화점,,152495.151347759,-885.089142987237,2025-12-15 16:15:28,I,4,직권취소,2010-07-28 17:32:08,2001-07-23,1996-04-17,0,,제주특별자치도 제주시 연동 262번지 5 호,1996549000007500004,6510000,제주특별자치도 제주시 신광로 52 (연동),,,04,취소/말소/만료/정지/중지,,,,064-746-4962
한라프라자,그 밖의 대규모점포,,348344.507100256,155586.071155516,2025-12-15 16:15:28,I,1,정상영업,2012-02-10 10:45:33,,1996-04-12,551.72,656-304,경상남도 거제시 고현동 961번지 153호,2001537001007500006,5370000,경상남도 거제시 거제중앙로 1906 (고현동),,,01,영업/정상,대규모점포,,,055-637-1195
제일가구프라자,전문점,,236882.000944548,313611.288455296,2026-05-03 22:38:32,I,1,정상영업,2021-02-02 17:47:57,,1996-04-08,8938.38,301-740,대전광역시 중구 오류동 152호,1996365011507500001,3650000,대전광역시 중구 계백로 1731 (오류동),,,01,영업/정상,대규모점포,,,042-534-7837
제일가구프라자,쇼핑센터,,,,2026-05-03 22:38:32,I,BBBB,,2007-06-30 10:58:52,,1996-04-08,8983.38,,대전광역시 중구 오류동 152-1호,1996365001507500012,3650000,,,,01,영업/정상,,,,
안양월드,대형마트,2014-09-25,192239.486759078,433247.024065133,2025-12-15 16:15:28,I,3,폐업처리,2014-09-25 14:03:04,,1996-04-03,0,,경기도 안양시만안구 안양동 900번지 10 호,1996383006207500001,3830000,,,,03,폐업,,,,031-442-1600
국제프라자,쇼핑센터,2006-04-25,175798.122322022,443881.134836658,2026-05-06 22:48:29,I,3,폐업처리,2008-03-27 11:45:27,,1996-04-03,0,,인천광역시 부평구 부평동 240번지 7호,1996354004707500001,3540000,,,,03,폐업,,,,032-528-2600
서전타운,그 밖의 대규모점포,,,,2026-05-09 22:02:21,I,1,정상영업,2007-07-07 09:50:12,,1996-03-25,,,경기도 이천시 부발읍 아미리 1006-3호,1996407001707500003,4070000,,,,01,영업/정상,,,,031-637-1864
홈플러스(주)동김해점,대형마트,2018-09-16,373601.142514243,195717.233837676,2025-12-15 16:15:28,I,3,폐업처리,2018-09-18 22:21:56,,1996-03-16,4826.3,,경상남도 김해시 삼방동 175호,1994535001407500013,5350000,경상남도 김해시 활천로267번길 31 (삼방동),,,03,폐업,대규모점포,,,055-321-2943
플라마프라자,백화점,,192198.038722339,183353.909711267,2026-07-14 11:38:15,I,1,정상영업,2014-05-12 09:29:38,,1996-03-13,3066.12,,전남광주통합특별시 동구 충장로3가 6번지 3호,2000359001107500303,5805000,전남광주통합특별시 동구 충장로 67 (충장로3가),,,01,영업/정상,대규모점포,,,062-234-9100
논산청과(주),그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,1,정상영업,2007-07-14 15:45:18,,1996-03-09,,,충청남도 논산시 등화동 439-7호,1996454001207500001,4540000,,,,01,영업/정상,,,,041-0735-8081
와이에스케이개발,그 밖의 대규모점포,,241311.716659959,348256.458841603,2026-05-06 22:48:29,I,4,직권취소,2014-04-03 15:13:34,2014-04-02,1996-03-08,0,,충청북도 청주시 서원구 사창동 261-4번지,2000436000907500017,5710000,충청북도 청주시 서원구 사직대로 140 (사창동),,,04,취소/말소/만료/정지/중지,대규모점포,,,043-273-6562
농협 하나로마트 남양점,그 밖의 대규모점포,,354804.564724267,191785.543736737,2026-04-30 22:00:15,U,1,정상영업,2026-01-20 09:17:07,,1996-03-08,699.93,,,2014567046507500003,5670000,"경상남도 창원시 성산구 대암로 40-18 (남양동, 남양동농협)",,,01,영업/정상,준대규모점포,,,055-279-8122
프라자1번가시장,그 밖의 대규모점포,,343931.914789962,190905.665723726,2026-04-30 22:00:14,I,1,정상영업,2007-06-30 10:28:07,,1996-03-04,,,경상남도 마산시 오동동 12번지 3호,1996528000007500028,5670000,경상남도 창원시 마산합포구 오동동10길 73 (오동동),,,01,영업/정상,,,,055-1222-1301
정우새어시장,그 밖의 대규모점포,,343693.165459163,190571.102877168,2026-04-30 22:00:14,I,1,정상영업,2014-05-28 17:27:44,,1996-03-04,,,경상남도 마산시 동성동 313호,1996528000007500027,5670000,경상남도 창원시 마산합포구 어시장7길 126 (동성동),,,01,영업/정상,,,,055-1241-4420
세파월드,그 밖의 대규모점포,,202733.785602761,417547.639611992,2026-03-11 01:45:40,I,4,직권취소,2019-11-18 17:36:01,,1996-03-04,9181.51,,경기도 수원시팔달구 인계동 1131호,1996374001107500001,3740000,경기도 수원시 팔달구 권광로 138 (인계동),,,04,취소/말소/만료/정지/중지,대규모점포,,,031-806-3000
지곡프라자.,그 밖의 대규모점포,,,,2026-05-07 22:37:40,I,1,정상영업,2007-06-30 12:09:18,,1996-03-02,,,경상북도 포항시북구 죽도동 2-4호,2000502007107500019,5020000,,,,01,영업/정상,,,,
(주)경성건설쇼핑,쇼핑센터,,233760.108129755,316051.323101169,2026-05-07 22:30:16,I,1,정상영업,2007-06-23 10:15:16,,1996-02-29,,,대전광역시 서구 갈마동 1418호,1996366001507500026,3660000,대전광역시 서구 대덕대로 150 (갈마동),,,01,영업/정상,,,,042-5220-8877
두산 그랜드 타운,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,1,정상영업,2007-06-30 17:13:15,,1996-01-31,,,전북특별자치도 전주시덕진구 금암동 호 1584,1996000001007500000,4641000,,,,01,영업/정상,,,,063-253-4490
백송한신종합상가,대형마트,,,,2025-12-15 16:15:28,I,1,정상영업,2007-06-23 11:02:12,,1996-01-24,,,경기도 하남시 신장동 528-5호,1996404000007500001,4040000,,,,01,영업/정상,,,,031-794-8660
메가플러스,그 밖의 대규모점포,,,,2026-05-03 22:40:51,I,1,정상영업,2007-07-14 11:13:31,,1996-01-17,,,대구광역시 수성구 두산동 743-5호,1996346005507500018,3460000,,,,01,영업/정상,,,,053-0781-4037
트레이더스 홀세일 클럽 송림점,대형마트,,,,2026-07-01 09:42:12,I,1,정상영업,2024-04-12 13:37:42,,1996-01-13,12123,401-074,인천광역시 제물포구 송림동 296번지 2호,1996350005107500001,3501000,인천광역시 제물포구 봉수대로 82 (송림동),,,01,영업/정상,대규모점포,,,032-772-1234
뉴코아아울렛평택점,백화점,,209932.581670857,388254.423734324,2025-12-15 16:15:28,I,2,휴업처리,2007-07-07 10:31:26,,1995-12-29,36624,,경기도 평택시 비전동 830호,1995391001407500002,3910000,경기도 평택시 경기대로 279 (비전동),,,02,휴업,,,,031-650-6501
무학베스코아,쇼핑센터,1996-12-27,175503.629077789,443757.838665163,2026-05-06 22:48:29,I,3,폐업처리,2008-03-27 15:35:55,,1995-12-27,0,,인천광역시 부평구 부평동 205번지 2호,1995354004707500001,3540000,,,,03,폐업,,,,032-517-0090
롯데부산면세점,복합쇼핑몰,2016-11-25,387271.299492377,186099.137533193,2025-12-15 16:15:28,I,3,폐업처리,2016-11-25 10:42:01,,1995-12-27,6242.94,,부산광역시 부산진구 부전동 503번지 15  호,2006329001307500004,3290000,부산광역시 부산진구 가야대로 772 (부전동),,,03,폐업,대규모점포,,,051-810-5000
부산롯데호텔면세점,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,4,직권취소,2008-06-17 09:51:15,2008-06-17,1995-12-27,5248,,부산광역시 부산진구 부전동 535-15호,2000329000107500033,3290000,,,,04,취소/말소/만료/정지/중지,,,,051-810-2500
샛터코아,그 밖의 대규모점포,,192721.765648479,187459.477636264,2026-07-14 11:38:15,I,1,정상영업,2007-06-16 11:13:33,,1995-12-16,,,전남광주통합특별시 북구 문흥동 998번지 1호,1995362001207500013,5820000,전남광주통합특별시 북구 서하로 369 (문흥동),,,01,영업/정상,,,,062-0266-2566
